DATE,CCUSMA02TRM618N
1960-01-01,0.000009015000000000000000000000
1960-02-01,0.000009015000000000000000000000
1960-03-01,0.000009015000000000000000000000
1960-04-01,0.000009015000000000000000000000
1960-05-01,0.000009015000000000000000000000
1960-06-01,0.000009015000000000000000000000
1960-07-01,0.000009015000000000000000000000
1960-08-01,0.000009020000000000000000000000
1960-09-01,0.000009020000000000000000000000
1960-10-01,0.000009020000000000000000000000
1960-11-01,0.000009020000000000000000000000
1960-12-01,0.000009020000000000000000000000
1961-01-01,0.000009020000000000000000000000
1961-02-01,0.000009020000000000000000000000
1961-03-01,0.000009020000000000000000000000
1961-04-01,0.000009020000000000000000000000
1961-05-01,0.000009020000000000000000000000
1961-06-01,0.000009020000000000000000000000
1961-07-01,0.000009020000000000000000000000
1961-08-01,0.000009020000000000000000000000
1961-09-01,0.000009020000000000000000000000
1961-10-01,0.000009020000000000000000000000
1961-11-01,0.000009020000000000000000000000
1961-12-01,0.000009020000000000000000000000
1962-01-01,0.000009020000000000000000000000
1962-02-01,0.000009020000000000000000000000
1962-03-01,0.000009020000000000000000000000
1962-04-01,0.000009020000000000000000000000
1962-05-01,0.000009020000000000000000000000
1962-06-01,0.000009020000000000000000000000
1962-07-01,0.000009020000000000000000000000
1962-08-01,0.000009020000000000000000000000
1962-09-01,0.000009020000000000000000000000
1962-10-01,0.000009020000000000000000000000
1962-11-01,0.000009020000000000000000000000
1962-12-01,0.000009020000000000000000000000
1963-01-01,0.000009020000000000000000000000
1963-02-01,0.000009020000000000000000000000
1963-03-01,0.000009020000000000000000000000
1963-04-01,0.000009020000000000000000000000
1963-05-01,0.000009020000000000000000000000
1963-06-01,0.000009020000000000000000000000
1963-07-01,0.000009020000000000000000000000
1963-08-01,0.000009020000000000000000000000
1963-09-01,0.000009020000000000000000000000
1963-10-01,0.000009020000000000000000000000
1963-11-01,0.000009020000000000000000000000
1963-12-01,0.000009020000000000000000000000
1964-01-01,0.000009040000000000000000000000
1964-02-01,0.000009040000000000000000000000
1964-03-01,0.000009040000000000000000000000
1964-04-01,0.000009040000000000000000000000
1964-05-01,0.000009040000000000000000000000
